SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,NPOPCHG2024,NPOPCHG2025,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,BIRTHS2025,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,DEATHS2025,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,NATURALCHG2025,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,INTERNATIONALMIG2025,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,DOMESTICMIG2025,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,NETMIG2025,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,RESIDUAL2025,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,GQESTIMATES2024,GQESTIMATES2025,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RBIRTH2025,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RDEATH2025,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RNATURALCHG2025,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RINTERNATIONALMIG2025,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RDOMESTICMIG2025,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024,RNETMIG2025
050,2,3,18,125,Indiana,Pike County,12251,12246,12170,12120,12058,12074,12003,-5,-76,-50,-62,16,-71,31,124,121,105,110,110,39,182,192,195,193,199,-8,-58,-71,-90,-83,-89,0,0,-3,-2,-1,-3,1,-30,32,33,101,20,1,-30,29,31,100,17,2,12,-8,-3,-1,1,172,172,172,161,172,171,174,10.15727392,9.962947715,8.685581934,9.116525775,9.137350999,14.90825688,15.80897489,16.13036645,15.99535886,16.53029863,-4.750982962,-5.846027172,-7.444784515,-6.878833085,-7.392947626,0,-0.247015233,-0.165439656,-0.082877507,-0.249200482,-2.45740498,2.634829148,2.729754322,8.370628212,1.661336545,-2.45740498,2.387813915,2.564314666,8.287750705,1.412136064
050,2,3,18,127,Indiana,Porter County,173222,173319,174457,174767,174845,175420,176049,97,1138,310,78,575,629,393,1548,1668,1507,1528,1562,487,1853,1936,1889,1729,1758,-94,-305,-268,-382,-201,-196,0,52,212,170,219,91,125,1281,504,335,569,727,125,1333,716,505,788,818,66,110,-138,-45,-12,7,3320,3319,3209,3221,3224,3256,3298,8.902281929,9.552608068,8.62098555,8.724822634,8.888408366,10.65628451,11.08743958,10.80626523,9.872525088,10.00372721,-1.754002576,-1.534831512,-2.185279681,-1.147702454,-1.115318847,0.299043062,1.21412045,0.972506665,1.250481778,0.517826608,7.366810821,2.88639956,1.916410192,3.248968638,4.13692246,7.665853883,4.10052001,2.888916856,4.499450416,4.654749068
050,2,3,18,129,Indiana,Posey County,25227,25190,25160,25081,25024,25058,24988,-37,-30,-79,-57,34,-70,46,224,224,220,207,208,62,273,278,264,243,249,-16,-49,-54,-44,-36,-41,0,2,2,8,17,8,-22,3,-12,-15,56,-38,-22,5,-10,-7,73,-30,1,14,-15,-6,-3,1,212,212,211,206,215,217,213,8.897715988,8.917019964,8.781558727,8.266443033,8.312352636,10.84409136,11.06665871,10.53787047,9.7040853,9.950845222,-1.946375372,-2.149638741,-1.756311745,-1.437642267,-1.638492587,0.079443893,0.07961625,0.319329408,0.678886626,0.319705871,0.119165839,-0.477697498,-0.59874264,2.236332415,-1.518602885,0.198609732,-0.398081248,-0.279413232,2.915219041,-1.198897015
050,2,3,18,131,Indiana,Pulaski County,12518,12519,12361,12434,12427,12433,12463,1,-158,73,-7,6,30,26,128,127,137,131,132,35,202,221,170,169,175,-9,-74,-94,-33,-38,-43,0,7,14,14,21,13,7,-94,156,14,22,60,7,-87,170,28,43,73,3,3,-3,-2,1,0,161,161,153,139,151,167,167,10.28938907,10.24400081,11.02127831,10.5390185,10.60411311,16.23794212,17.82617463,13.67603878,13.59613838,14.05848329,-5.948553055,-7.582173825,-2.654760468,-3.057119871,-3.45437018,0.562700965,1.129259931,1.126262017,1.689460982,1.044344473,-7.556270096,12.58318209,1.126262017,1.769911504,4.820051414,-6.993569132,13.71244203,2.252524034,3.459372486,5.864395887
050,2,3,18,133,Indiana,Putnam County,36735,36696,37026,37107,37200,37758,37876,-39,330,81,93,558,118,80,349,359,352,354,357,110,420,472,423,407,412,-30,-71,-113,-71,-53,-55,0,26,46,64,71,51,-20,359,180,112,538,120,-20,385,226,176,609,171,11,16,-32,-12,2,2,4146,4153,4099,3959,3782,4119,4241,9.468001411,9.685295348,9.474208352,9.445289362,9.440198852,11.39415643,12.73387021,11.38519924,10.85941461,10.89457123,-1.926155015,-3.048574859,-1.910990889,-1.414125243,-1.454372372,0.705352541,1.241012774,1.722583337,1.894394194,1.348599836,9.739290849,4.856136943,3.014520839,14.3547053,3.173176085,10.44464339,6.097149717,4.737104176,16.2490995,4.521775921
050,2,3,18,135,Indiana,Randolph County,24503,24414,24418,24396,24356,24385,24438,-89,4,-22,-40,29,53,69,285,308,270,277,278,84,403,401,359,330,336,-15,-118,-93,-89,-53,-58,0,13,51,66,140,46,-71,91,38,-16,-57,65,-71,104,89,50,83,111,-3,18,-18,-1,-1,0,252,252,252,221,249,230,236,11.67267366,12.61933052,11.07646866,11.36620094,11.38807529,16.50557012,16.42971279,14.72760092,13.54096141,13.76400467,-4.832896461,-3.810382267,-3.651132261,-2.174760469,-2.375929378,0.532437746,2.089564469,2.707581227,5.744650294,1.884357782,3.72706422,1.556930389,-0.656383328,-2.338893334,2.662679475,4.259501966,3.646494858,2.0511979,3.40575696,4.547037257
050,2,3,18,137,Indiana,Ripley County,28991,28979,28993,28992,29241,29360,29434,-12,14,-1,249,119,74,87,334,324,321,330,320,87,403,417,333,326,330,0,-69,-93,-12,4,-10,0,4,12,13,11,-2,-15,55,101,255,106,86,-15,59,113,268,117,84,3,24,-21,-7,-2,0,530,530,510,495,497,519,525,11.52280411,11.17530396,11.02467673,11.26260644,10.8854645,13.90326365,14.38303009,11.43681418,11.12609,11.22563527,-2.380459532,-3.207726136,-0.412137448,0.136516442,-0.340170766,0.137997654,0.413900147,0.446482235,0.375420215,-0.068034153,1.897467743,3.483659567,8.757920767,3.617685705,2.925468585,2.035465397,3.897559714,9.204403002,3.99310592,2.857434432
050,2,3,18,139,Indiana,Rush County,16750,16765,16682,16649,16805,16752,16767,15,-83,-33,156,-53,15,45,173,173,188,197,196,48,228,223,204,199,205,-3,-55,-50,-16,-2,-9,0,2,13,10,7,6,13,-43,16,160,-57,19,13,-41,29,170,-50,25,5,13,-12,2,-1,-1,125,125,121,121,103,83,94,10.34472449,10.38072665,11.23931368,11.74121644,11.69485963,13.63350973,13.38093667,12.19585102,11.86041661,12.23186849,-3.288785242,-3.000210015,-0.956537335,-0.119200167,-0.537008861,0.119592191,0.780054604,0.597835834,0.417200584,0.358005907,-2.571232099,0.960067205,9.565373349,-3.397204756,1.133685373,-2.451639908,1.740121809,10.16320918,-2.980004172,1.49169128
050,2,3,18,141,Indiana,St. Joseph County,272910,272686,272235,272478,273119,272936,272861,-224,-451,243,641,-183,-75,785,3207,3278,3170,3108,3101,747,3314,3139,2984,2936,2974,38,-107,139,186,172,127,7,255,980,1136,1451,842,-320,-815,-733,-640,-1790,-1054,-313,-560,247,496,-339,-212,51,216,-143,-41,-16,10,12602,12610,12465,12375,12441,12468,12490,11.77051352,12.03569586,11.6202985,11.3834687,11.36319914,12.163231,11.52533536,10.93847657,10.75349553,10.89782465,-0.392717476,0.510360502,0.681821931,0.629973171,0.465374489,0.935915481,3.59822512,4.164245771,5.314482973,3.085396219,-2.991259283,-2.691325524,-2.346053956,-6.556116142,-3.862241823,-2.055343802,0.906899597,1.818191816,-1.241633169,-0.776845604
050,2,3,18,143,Indiana,Scott County,24387,24381,24414,24442,24687,24852,25053,-6,33,28,245,165,201,77,299,255,262,265,263,90,397,463,340,364,370,-13,-98,-208,-78,-99,-107,0,1,7,21,46,17,0,119,233,301,217,293,0,120,240,322,263,310,7,11,-4,1,1,-2,378,378,351,349,363,377,377,12.25535403,10.43884068,10.66579821,10.69864147,10.54002605,16.27215903,18.95365974,13.84111217,14.69549244,14.82817353,-4.016805001,-8.51481906,-3.175313969,-3.996850966,-4.28814748,0.040987806,0.286556411,0.854892223,1.857122671,0.68129446,4.877548929,9.538234813,12.25345519,8.760774339,11.74231039,4.918536735,9.824791223,13.10834741,10.61789701,12.42360485
050,2,3,18,145,Indiana,Shelby County,45053,45065,45086,45165,45266,45613,45882,12,21,79,101,347,269,123,447,460,493,486,487,141,536,560,475,503,506,-18,-89,-100,18,-17,-19,0,22,95,104,148,71,16,43,118,-11,223,216,16,65,213,93,371,287,14,45,-34,-10,-7,1,735,735,706,727,732,730,708,9.916695322,10.19379287,10.90334067,10.69554022,10.64539046,11.89116039,12.40983479,10.50524709,11.06966406,11.0607137,-1.974465064,-2.216041928,0.398093574,-0.374123835,-0.415323242,0.488070016,2.105239831,2.300096206,3.257078093,1.551997377,0.953955031,2.614929475,-0.243279406,4.907624424,4.721569485,1.442025047,4.720169306,2.0568168,8.164702517,6.273566862
050,2,3,18,147,Indiana,Spencer County,19809,19831,19855,19886,20014,20157,20061,22,24,31,128,143,-96,58,222,196,204,185,184,49,258,246,241,250,256,9,-36,-50,-37,-65,-72,0,7,15,11,6,3,9,33,76,158,203,-26,9,40,91,169,209,-23,4,20,-10,-4,-1,-1,304,304,302,280,306,307,305,11.18782442,9.863868549,10.22556391,9.21062458,9.150131782,13.00206622,12.38016155,12.0802005,12.44678997,12.73061813,-1.814241798,-2.516292997,-1.854636591,-3.236165393,-3.580486349,0.352769239,0.754887899,0.551378446,0.298722959,0.149186931,1.663054982,3.824765356,7.919799499,10.10679346,-1.292953404,2.01582422,4.579653255,8.471177945,10.40551642,-1.143766473
050,2,3,18,149,Indiana,Starke County,23381,23397,23381,23237,23309,23406,23425,16,-16,-144,72,97,19,58,245,231,252,249,249,71,378,351,308,317,325,-13,-133,-120,-56,-68,-76,0,6,15,19,34,28,22,95,-26,112,136,67,22,101,-11,131,170,95,7,16,-13,-3,-5,0,100,100,102,100,102,103,107,10.47500962,9.910335064,10.82799811,10.66038746,10.63398176,16.16144341,15.05856107,13.23421991,13.57165793,13.87969507,-5.686433794,-5.148226007,-2.406221802,-2.91127047,-3.24571331,0.256530848,0.643528251,0.816396683,1.455635235,1.195789114,4.061738424,-1.115448968,4.812443604,5.82254094,2.861352523,4.318269272,-0.471920717,5.628840287,7.278176175,4.057141637
050,2,3,18,151,Indiana,Steuben County,34440,34452,34710,34716,34876,34788,34799,12,258,6,160,-88,11,80,347,324,342,335,337,92,354,432,405,420,431,-12,-7,-108,-63,-85,-94,0,10,30,56,63,26,13,245,104,172,-63,80,13,255,134,228,0,106,11,10,-20,-5,-3,-1,1722,1723,1684,1692,1727,1725,1728,10.03441196,9.333679025,9.828715944,9.617593018,9.68571716,10.23683526,12.44490537,11.63926888,12.05787781,12.3873712,-0.202423296,-3.111226342,-1.810552937,-2.440284796,-2.701654045,0.289176137,0.864229539,1.609380389,1.808681672,0.747266012,7.084815361,2.995995737,4.943096908,-1.808681672,2.299280038,7.373991498,3.860225276,6.552477296,0,3.04654605
050,2,3,18,153,Indiana,Sullivan County,20819,20820,20783,20664,20714,20693,20831,1,-37,-119,50,-21,138,45,219,202,225,225,230,51,285,247,278,273,281,-6,-66,-45,-53,-48,-51,0,0,10,0,-1,-1,1,10,-75,106,30,191,1,10,-65,106,29,190,6,19,-9,-3,-2,-1,2222,2222,2214,2171,2135,2173,2211,10.52808692,9.747388231,10.87534439,10.86772768,11.07793084,13.70093503,11.9188361,13.43709218,13.18617625,13.53434159,-3.172848112,-2.171447873,-2.561747789,-2.318448571,-2.45641075,0,0.482543972,0,-0.048301012,-0.048164917,0.480734562,-3.619079789,5.123495577,1.449030357,9.199499085,0.480734562,-3.136535817,5.123495577,1.400729345,9.151334168
050,2,3,18,155,Indiana,Switzerland County,9752,9740,9859,9975,9964,10035,10037,-12,119,116,-11,71,2,27,130,114,111,108,109,21,107,133,138,110,110,6,23,-19,-27,-2,-1,0,1,1,3,-1,-3,-18,92,129,16,74,6,-18,93,130,19,73,3,0,3,5,-3,0,0,98,98,98,96,96,94,94,13.26598296,11.49541192,11.13395857,10.80054003,10.86090076,10.91892444,13.41131391,13.84221877,11.00055003,10.96054205,2.347058523,-1.915901986,-2.708260194,-0.200010001,-0.099641291,0.102046023,0.100836947,0.300917799,-0.100005,-0.298923874,9.388234094,13.00796612,1.60489493,7.400370019,0.597847748,9.490280116,13.10880307,1.905812729,7.300365018,0.298923874
050,2,3,18,157,Indiana,Tippecanoe County,186255,186383,187402,188836,189448,189910,190456,128,1019,1434,612,462,546,495,2002,1982,1917,1781,1783,320,1496,1459,1350,1310,1328,175,506,523,567,471,455,39,650,2203,2118,2612,1702,-136,-329,-1259,-2092,-2638,-1615,-97,321,944,26,-26,87,50,192,-33,19,17,4,15898,15905,15896,15867,15866,15807,15834,10.71204034,10.5358842,10.13524231,9.389547604,9.375180747,8.004601576,7.755729086,7.137494581,6.906405032,6.982748195,2.707438768,2.780155115,2.997747724,2.483142573,2.392432552,3.477935177,11.7106725,11.19793594,13.77063354,8.949275172,-1.760370266,-6.692572255,-11.06047308,-13.90770723,-8.491821036,1.71756491,5.018100245,0.137462859,-0.137073688,0.457454136
050,2,3,18,159,Indiana,Tipton County,15354,15389,15369,15304,15313,15371,15319,35,-20,-65,9,58,-52,49,160,155,163,172,171,47,224,240,161,180,189,2,-64,-85,2,-8,-18,0,8,9,19,27,8,30,21,21,-9,42,-43,30,29,30,10,69,-35,3,15,-10,-3,-3,1,196,196,170,175,168,177,159,10.40379739,10.10660842,10.64767939,11.21105462,11.14369502,14.56531634,15.64894207,10.51703302,11.73249902,12.31671554,-4.161518954,-5.542333648,0.130646373,-0.521444401,-1.173020528,0.520189869,0.586835328,1.241140543,1.759874853,0.521342457,1.365498407,1.369282431,-0.587908678,2.737583105,-2.802215705,1.885688276,1.956117758,0.653231865,4.497457959,-2.280873249
050,2,3,18,161,Indiana,Union County,7090,7085,7022,6982,6989,6934,6863,-5,-63,-40,7,-55,-71,20,77,70,56,57,55,22,111,80,81,87,90,-2,-34,-10,-25,-30,-35,0,2,2,0,3,1,-3,-31,-31,31,-26,-39,-3,-29,-29,31,-23,-38,0,0,-1,1,-2,2,36,36,36,36,36,36,26,10.91656624,9.997143673,8.016605826,8.187890541,7.972747699,15.73686822,11.42530706,11.59544771,12.49730662,13.04631442,-4.820301978,-1.428163382,-3.578841887,-4.309416074,-5.073566717,0.283547175,0.285632676,0,0.430941607,0.144959049,-4.394981215,-4.427306484,4.43776394,-3.734827264,-5.653402914,-4.11143404,-4.141673807,4.43776394,-3.303885657,-5.508443865
050,2,3,18,163,Indiana,Vanderburgh County,180132,180341,180098,179604,180246,181140,181995,209,-243,-494,642,894,855,528,2056,2153,2156,2195,2197,575,2438,2339,2209,2122,2148,-47,-382,-186,-53,73,49,7,114,368,713,764,222,212,-128,-556,24,74,575,219,-14,-188,737,838,797,37,153,-120,-42,-17,9,6725,6726,6584,6514,6553,6582,6560,11.40831042,11.97102046,11.9827706,12.14767589,12.10018313,13.52794786,13.00520987,12.27733778,11.74367574,11.83031104,-2.119637442,-1.034189412,-0.294567181,0.404000155,0.269872086,0.632561959,2.046138192,3.962762262,4.228166005,1.222685778,-0.710245007,-3.091447921,0.133388912,0.409534404,3.166866317,-0.077683048,-1.045309729,4.096151174,4.637700409,4.389552095
050,2,3,18,165,Indiana,Vermillion County,15436,15402,15408,15357,15339,15531,15488,-34,6,-51,-18,192,-43,48,166,138,155,168,172,55,232,240,204,199,205,-7,-66,-102,-49,-31,-33,0,3,4,2,18,14,-27,55,52,29,209,-25,-27,58,56,31,227,-11,0,14,-5,0,-4,1,188,188,167,156,155,165,171,10.77572217,8.971233545,10.09903571,10.88435374,11.08997711,15.06004544,15.6021453,13.29163409,12.89277616,13.21770528,-4.284323272,-6.63091175,-3.192598384,-2.008422417,-2.127728167,0.194741967,0.260035755,0.130310138,1.166180758,0.902672556,3.570269393,3.380464814,1.889497003,13.54065436,-1.611915278,3.76501136,3.640500569,2.019807141,14.70683512,-0.709242722
050,2,3,18,167,Indiana,Vigo County,106168,106143,106083,106014,106086,106198,106512,-25,-60,-69,72,112,314,306,1142,1062,1128,1102,1108,294,1393,1403,1299,1282,1300,12,-251,-341,-171,-180,-192,1,53,239,288,324,163,-68,24,109,-26,-25,335,-67,77,348,262,299,498,30,114,-76,-19,-7,8,8877,8877,8765,8824,8847,8881,8890,10.76211209,10.01428592,10.63649222,10.38231803,10.41793992,13.12751501,13.2297958,12.24893918,12.07815945,12.22321471,-2.36540292,-3.215509885,-1.612446959,-1.69584142,-1.805274787,0.499467549,2.253685814,2.715700141,3.052514556,1.532603075,0.226173984,1.027831605,-0.245167374,-0.235533531,3.149828405,0.725641533,3.281517419,2.470532768,2.816981025,4.68243148
050,2,3,18,169,Indiana,Wabash County,30978,30932,30888,30811,30700,30726,30713,-46,-44,-77,-111,26,-13,75,296,346,332,317,319,99,534,545,421,428,430,-24,-238,-199,-89,-111,-111,0,4,18,15,17,6,-24,171,123,-30,122,92,-24,175,141,-15,139,98,2,19,-19,-7,-2,0,1196,1196,1183,1125,1088,1131,1145,9.576188936,11.21574094,10.79481719,10.32136229,10.3842836,17.27596247,17.66641275,13.68860854,13.93546707,13.99762366,-7.699773536,-6.45067181,-2.893791354,-3.614104776,-3.613340061,0.129407959,0.583477852,0.487717644,0.553511542,0.195315679,5.53219023,3.987098656,-0.975435288,3.972259304,2.994840411,5.661598188,4.570576509,-0.487717644,4.525770846,3.19015609
050,2,3,18,171,Indiana,Warren County,8436,8425,8449,8472,8497,8467,8474,-11,24,23,25,-30,7,27,61,74,68,77,80,28,116,90,88,96,97,-1,-55,-16,-20,-19,-17,0,1,7,14,4,0,-10,73,35,36,-15,24,-10,74,42,50,-11,24,0,5,-3,-5,0,0,80,80,76,63,65,71,80,7.230058078,8.746527983,8.014614886,9.07804763,9.444542825,13.7489629,10.63766917,10.37185456,11.31808536,11.45150818,-6.518904824,-1.891141186,-2.357239672,-2.240037727,-2.00696535,0.118525542,0.827374269,1.650067771,0.47158689,0,8.652364585,4.136871343,4.24303141,-1.768450837,2.833362848,8.770890127,4.964245612,5.893099181,-1.296863947,2.833362848
050,2,3,18,173,Indiana,Warrick County,63894,64003,64634,65252,65986,66321,66803,109,631,618,734,335,482,160,629,594,681,662,676,191,747,722,687,677,677,-31,-118,-128,-6,-15,-1,0,22,100,80,84,26,128,700,664,664,270,459,128,722,764,744,354,485,12,27,-18,-4,-4,-2,933,933,887,888,909,930,935,9.779456921,9.1464823,10.37809171,10.00702911,10.15594483,11.61407682,11.11744145,10.46952864,10.23377448,10.17096842,-1.834619899,-1.970959149,-0.091436931,-0.226745373,-0.015023587,0.342047778,1.539811835,1.219159085,1.269774086,0.390613263,10.88333839,10.22435058,10.11902041,4.081416705,6.895826448,11.22538616,11.76416242,11.33817949,5.351190791,7.28643971
050,2,3,18,175,Indiana,Washington County,28161,28230,28125,28152,28185,28358,28383,69,-105,27,33,173,25,80,320,322,306,316,323,65,372,424,375,375,380,15,-52,-102,-69,-59,-57,0,5,22,9,5,5,49,-76,125,95,232,76,49,-71,147,104,237,81,5,18,-18,-2,-5,1,337,337,326,332,333,330,328,11.35657883,11.44339606,10.86319825,11.17733406,11.38506547,13.20202289,15.06832276,13.31274296,13.26424137,13.39419467,-1.84544406,-3.624926702,-2.449544704,-2.086907309,-2.009129201,0.177446544,0.781846936,0.319505831,0.176856552,0.176239404,-2.697187472,4.442312135,3.372561549,8.206143997,2.678838935,-2.519740928,5.22415907,3.69206738,8.383000548,2.855078338
050,2,3,18,177,Indiana,Wayne County,66552,66517,66427,66238,66129,66336,66169,-35,-90,-189,-109,207,-167,204,741,812,699,729,722,248,1110,1024,913,934,935,-44,-369,-212,-214,-205,-213,0,47,104,92,203,58,-8,171,-34,33,215,-17,-8,218,70,125,418,41,17,61,-47,-20,-6,5,2153,2155,2127,2086,2098,2122,2137,11.14755085,12.24135982,10.5615448,11.00668101,10.89770197,16.69876038,15.43737987,13.79497911,14.10183822,14.11267499,-5.551209532,-3.196020051,-3.233434315,-3.095157211,-3.21497302,0.707064629,1.567858893,1.390074565,3.064960556,0.875438663,2.572511734,-0.512569253,0.498613703,3.24614049,-0.256594091,3.279576363,1.055289639,1.888688268,6.311101046,0.618844572
050,2,3,18,179,Indiana,Wells County,28177,28161,28157,28325,28648,28840,28883,-16,-4,168,323,192,43,68,334,335,330,313,311,76,390,366,317,304,312,-8,-56,-31,13,9,-1,0,8,37,48,74,26,-11,20,175,264,111,14,-11,28,212,312,185,40,3,24,-13,-2,-2,4,466,466,457,454,461,462,464,11.86121666,11.86218618,11.58443473,10.88922906,10.77560071,13.84992365,12.95988102,11.12807821,10.57612023,10.81024895,-1.988706985,-1.097694841,0.45635652,0.313108823,-0.034648234,0.284100998,1.310151907,1.685008688,2.57445032,0.900854079,0.710252495,6.196664424,9.267547786,3.86167548,0.485075273,0.994353493,7.506816331,10.95255647,6.4361258,1.385929352
050,2,3,18,181,Indiana,White County,24694,24674,24706,24836,25032,25168,25164,-20,32,130,196,136,-4,70,315,382,288,300,298,85,329,334,292,322,328,-15,-14,48,-4,-22,-30,0,17,129,142,249,139,-8,9,-38,65,-88,-109,-8,26,91,207,161,30,3,20,-9,-7,-3,-4,223,223,206,220,227,229,226,12.7582017,15.42125873,11.5504933,11.95219124,11.84137328,13.32523289,13.48350894,11.71091682,12.82868526,13.03345784,-0.567031187,1.937749788,-0.160423518,-0.876494024,-1.192084559,0.68853787,5.207702555,5.695034892,9.920318725,5.523325121,0.364520049,-1.534051916,2.606882169,-3.505976096,-4.331240563,1.053057918,3.67365064,8.301917061,6.41434263,1.192084559
050,2,3,18,183,Indiana,Whitley County,34185,34337,34505,34630,34832,34932,35046,152,168,125,202,100,114,95,363,389,405,391,395,79,368,396,350,347,358,16,-5,-7,55,44,37,0,5,7,6,21,7,140,140,151,149,39,70,140,145,158,155,60,77,-4,28,-26,-8,-4,0,334,334,340,348,355,353,351,10.54588769,11.25334491,11.66105209,11.20921966,11.28926234,10.69114785,11.45584726,10.07745242,9.947824093,10.23178713,-0.145260161,-0.20250235,1.583599666,1.261395562,1.057475207,0.145260161,0.202502351,0.172756327,0.6020297,0.200062877,4.067284507,4.368264989,4.290115459,1.118055157,2.000628769,4.212544668,4.570767339,4.462871786,1.720084858,2.200691646
040,2,4,19,000,Iowa,Iowa,3190582,3191081,3199037,3201890,3214739,3230454,3238387,499,7956,2853,12849,15715,7933,9091,35845,36774,36415,36280,36470,8032,35466,35685,32987,32751,33521,1059,379,1089,3428,3529,2949,199,3701,9235,13275,12701,5903,-1242,2294,-6301,-3502,-427,-970,-1043,5995,2934,9773,12274,4933,483,1582,-1170,-352,-88,51,98754,98742,98734,100176,100170,100518,100589,11.21888516,11.49021072,11.3501965,11.25800267,11.27559017,11.1002645,11.1499475,10.28172269,10.16292297,10.36383488,0.118620658,0.340263215,1.068473805,1.095079697,0.91175529,1.158351066,2.885519551,4.137686626,3.941231861,1.825056451,0.717983612,-1.968777335,-1.091538875,-0.132501851,-0.299899163,1.876334678,0.916742216,3.046147751,3.80873001,1.525157289
050,2,4,19,001,Iowa,Adair County,7502,7498,7529,7466,7418,7465,7403,-4,31,-63,-48,47,-62,23,84,87,87,84,85,17,127,135,109,103,103,6,-43,-48,-22,-19,-18,0,4,9,13,13,1,-10,71,-19,-38,54,-46,-10,75,-10,-25,67,-45,0,-1,-5,-1,-1,1,157,157,157,157,161,167,168,11.17987622,11.60386796,11.69040581,11.28804677,11.43395211,16.9029081,18.006002,14.64660038,13.84129544,13.85525962,-5.723031876,-6.402134045,-2.956194571,-2.553248673,-2.421307506,0.532375058,1.200400133,1.746842247,1.746959618,0.134517084,9.449657284,-2.534178059,-5.10615426,7.256601492,-6.187785849,9.982032342,-1.333777926,-3.359312013,9.00356111,-6.053268765
050,2,4,19,003,Iowa,Adams County,3708,3710,3639,3600,3559,3600,3617,2,-71,-39,-41,41,17,13,43,45,37,35,34,9,53,66,37,45,46,4,-10,-21,0,-10,-12,0,0,1,1,1,1,-1,-59,-19,-41,51,28,-1,-59,-18,-40,52,29,-1,-2,0,-1,-1,0,73,73,73,73,74,74,74,11.70227242,12.43265644,10.3366392,9.777901942,9.422197589,14.42373112,18.23456279,10.3366392,12.57158821,12.74767909,-2.721458702,-5.801906341,0,-2.793686269,-3.325481502,0,0.276281254,0.279368627,0.279368627,0.277123459,-16.05660634,-5.249343832,-11.4541137,14.24779997,7.759456838,-16.05660634,-4.973062578,-11.17474508,14.5271686,8.036580297
050,2,4,19,005,Iowa,Allamakee County,14062,14072,13977,14095,14163,14206,14238,10,-95,118,68,43,32,63,189,201,165,160,156,47,203,140,158,161,164,16,-14,61,7,-1,-8,0,11,95,98,145,30,-9,-96,-31,-35,-102,9,-9,-85,64,63,43,39,3,4,-7,-2,1,1,223,223,223,226,194,200,199,13.47641627,14.32031918,11.67810885,11.27991822,10.96892139,14.47466933,9.974351667,11.18267393,11.35041771,11.53143018,-0.998253057,4.345967512,0.495434921,-0.070499489,-0.562508789,0.784341688,6.76831006,6.936088895,10.22242589,2.10940796,-6.84516382,-2.208606441,-2.477174605,-7.190947866,0.632822388,-6.060822133,4.559703619,4.45891429,3.031478022,2.742230347
050,2,4,19,007,Iowa,Appanoose County,12312,12283,12267,12134,12122,12102,12077,-29,-16,-133,-12,-20,-25,23,130,126,123,126,127,37,216,205,178,179,187,-14,-86,-79,-55,-53,-60,0,3,3,12,14,12,-15,64,-48,36,18,23,-15,67,-45,48,32,35,0,3,-9,-5,1,0,200,200,200,247,238,241,236,10.59063137,10.3274456,10.14182058,10.40290621,10.50498366,17.59674134,16.80259006,14.676781,14.77873184,15.46796807,-7.00610998,-6.475144461,-4.534960422,-4.375825627,-4.962984408,0.244399185,0.245891562,0.98944591,1.155878468,0.992596882,5.213849287,-3.934264989,2.968337731,1.486129458,1.902477356,5.458248473,-3.688373427,3.957783641,2.642007926,2.895074238
050,2,4,19,009,Iowa,Audubon County,5674,5680,5642,5567,5527,5548,5509,6,-38,-75,-40,21,-39,18,53,61,65,66,66,14,91,93,88,89,93,4,-38,-32,-23,-23,-27,0,1,7,10,2,0,2,-6,-51,-26,42,-12,2,-5,-44,-16,44,-12,0,5,1,-1,0,0,102,102,102,106,102,104,116,9.36230348,10.88411098,11.71804579,11.91873589,11.93813874,16.07489843,16.59380855,15.86443122,16.07223476,16.82192276,-6.712594948,-5.709697564,-4.146385434,-4.153498871,-4.883784028,0.176647236,1.248996342,1.802776276,0.361173815,0,-1.059883413,-9.099830493,-4.687218316,7.584650113,-2.170570679,-0.883236177,-7.850834151,-2.884442041,7.945823928,-2.170570679
